"Plate Number Nat","Obuid","Plate","Tbaid","Activation sent (GMT +0)","Guid"
"IT","000490000070592","FB586LG","0781925144","17/07/2018 10:43:45","15318242252283838696858131513091469835"
"IT","000490000084570","EY628AW","0781925136","17/07/2018 10:44:04","15318242443001808193763955655133447494"
"IT","000490000079480","DY478XR","0781925128","17/07/2018 10:44:26","15318242666773165841075799464575223400"
"IT","000490000084145","FB835FP","0781925110","17/07/2018 10:44:41","15318242811713388812595866383414936899"
"IT","000490000078636","FB584LG","0781925094","17/07/2018 10:44:58","15318242981317790146816790910053804277"
"IT","000490000079235","FF503TE","0781925060","17/07/2018 10:45:11","15318243113790963174746220258339344666"
"IT","000490000079249","EJ566RN","0781925045","17/07/2018 10:45:26","15318243261644600214758530168463569262"
"IT","000490000079231","FD672MP","0781925037","17/07/2018 10:45:41","15318243416285308079879122266254175248"
"IT","000490000084617","FB585LG","0781925029","17/07/2018 10:45:53","15318243532363518399489111976548558205"
"IT","000490000079145","FD874DA","0781925011","17/07/2018 10:46:07","15318243675814365426972267899367541838"
"IT","000490000078763","EZ934SK","0781925003","17/07/2018 10:46:23","15318243831340593313537429935255859886"
"IT","000490000077915","FB829FP","0781924980","17/07/2018 10:46:39","15318243990921798309073755954651365754"
"IT","000490000095344","FN641VF","0781971551","17/07/2018 13:54:12","15318356530340359089913989940394342978"
"IT","000490000076869","FE262YA","0781925854","17/07/2018 15:18:37","15318407171556867962232005930084841155"
"IT","000490000003917","DX293NW","0781967963","18/07/2018 06:13:22","15318944021832119059890473934376704641"
"IT","000490000004022","EA121BF","0781967971","18/07/2018 06:13:31","15318944116999874086097820547330683408"
"IT","000490000059636","DJ808YP","0781967872","18/07/2018 06:56:14","15318969740877028709927629846403746106"
"IT","000490000084613","EP024ND","0781927645","18/07/2018 07:38:29","15318995099425369295849453360158493959"
"IT","000490000077544","EA620LW","0781927298","18/07/2018 08:04:30","15319010709634703758842464589762421683"
"IT","000490000076828","ET542AV","0781927702","18/07/2018 08:46:45","15319036056285437202349660915274679849"
"IT","000490000087164","EP780EL","0781920798","18/07/2018 08:55:14","15319041145308047875081393766929025118"
"IT","000490000077083","EP027ND","0781927330","18/07/2018 09:13:01","15319051817473014342176292615356112377"
"IT","000490000076771","EB505DZ","0781927694","18/07/2018 09:36:19","15319065799644402496007461584910211520"
"IT","000490000076591","FP285ED","0781927678","18/07/2018 10:18:19","15319090995233898038748700874508800610"
"IT","000490000077434","FP287ED","0781927751","18/07/2018 12:53:50","15319184308281028909666228053405951519"
"IT","000490000084634","FP132AH","0781927736","18/07/2018 14:04:39","15319226798625295052000687375760765573"
"IT","000490000078735","DG974XG","0781923941","18/07/2018 14:33:34","15319244148184027945090663617188982508"
"IT","000490000078569","FH065PY","0781927769","18/07/2018 14:36:25","15319245856260655988962654552154107131"
"IT","000490000076595","DV344ES","0781927256","18/07/2018 15:00:01","15319260014922325013829586273619589892"
"IT","000490000076841","ES535RL","0781927652","18/07/2018 15:22:26","15319273462937344389359298890405194626"
"IT","000490000078780","FG426FT","0781927710","18/07/2018 15:50:46","15319290468791016217542080796939225795"
"IT","000490000076918","FE264YA","0781925938","18/07/2018 16:10:28","15319302281087347934747810905680938382"
"IT","000490000088875","FG841ND","0781922554","19/07/2018 07:24:28","15319850682443616766544543828029997159"
"IT","000490000021334","BK940ZK","0781928049","19/07/2018 10:09:52","15319949920867412242661497806006217724"
"IT","000490000028226","FP354ED","0781919972","19/07/2018 11:00:14","15319980146508494530178184746379975573"
"IT","000490000071621","FE871HS","0781922448","19/07/2018 13:02:41","15320053616959043154897777448179027783"
"IT","000490000093032","BT158HM","0781968029","19/07/2018 16:11:44","15320167046838687697652028447882731147"
"IT","000490000076438","EL916GK","0781926563","19/07/2018 16:14:33","15320168731053174479103749504923424682"
"IT","000490000029326","DK309XH","0781931837","19/07/2018 16:32:01","15320179215899874804844630190312484900"
"IT","000490000033061","EF660JE","0781931928","19/07/2018 17:28:24","15320213048089157188079886676419098601"
"IT","000490000091272","FP773SC","0781941422","20/07/2018 07:55:19","15320733192631585816450076806251239446"
"IT","000490000076821","EV522VD","0781925896","20/07/2018 10:06:27","15320811876132278331945896030126985359"
"IT","000490000078543","EL703MC","0781924139","20/07/2018 10:21:58","15320821181886167641928750564859917696"
"IT","000490000055429","CN112CD","0782029623","20/07/2018 11:43:03","15320869833825676923153025217864971312"
"IT","000490000074359","FL990VB","0781922463","20/07/2018 13:12:08","15320923282023845531522191835726796327"
"IT","000490000078772","FM723NN","0781928254","20/07/2018 13:22:33","15320929534294458316959797150235648005"
"IT","000490000095630","EG843LZ","0781922455","20/07/2018 14:39:08","15320975483717181368546365504130996574"
"IT","000490000083217","ER609DJ","0781925151","20/07/2018 15:36:16","15321009765369897950365246967450074809"
"IT","000490000062651","FE023TN","0781960893","20/07/2018 15:40:59","15321012594488010850565537035419528756"
"IT","000490000086032","EA022HF","0781968979","20/07/2018 16:19:34","15321035749858275323419886705466486513"
"IT","000490000079189","FF675NM","0781926415","20/07/2018 16:20:11","15321036114217911003281923918392831593"
"IT","000490000062804","ES476GK","0781959960","20/07/2018 16:31:01","15321042611489165370038510687317940106"
"IT","000490000082494","FJ938AW","0781924881","20/07/2018 16:39:10","15321047504073768884459280503028027148"
"IT","000490000078730","FN654KY","0781926969","20/07/2018 16:53:39","15321056195974222658764889136240302278"
"IT","000490000062671","FJ390ZP","0781960927","20/07/2018 17:21:59","15321073193390153899075938201090994094"
"IT","000490000083072","FN268LM","0781926233","20/07/2018 17:26:34","15321075944045707626520055115957777832"
"IT","000490000060731","ES479GK","0781959937","20/07/2018 17:28:56","15321077361778872909004411797555471074"
"IT","000490000062243","ET887HH","0781959804","20/07/2018 17:33:49","15321080290824816942879417274012124456"
"IT","000490000051782","FD167NZ","0781923628","21/07/2018 05:22:17","15321505376068319425005127521043979134"
"IT","000490000056479","FJ391ZP","0781960935","21/07/2018 06:26:56","15321544170150179181858576725002956196"
"IT","000490000062325","FJ395ZP","0781960976","21/07/2018 06:48:08","15321556889243100483787886571448609559"
"IT","000490000062050","FJ382ZP","0781960794","21/07/2018 06:56:20","15321561803913987186823391642142803280"
"IT","000490000056490","FJ389ZP","0781960844","21/07/2018 06:57:15","15321562356278380570150387574383145955"
"IT","000490000072859","FK717SN","0781936935","21/07/2018 07:05:07","15321567072139046059041820019602049772"
"IT","000490000076798","DC302SH","0781923966","21/07/2018 07:06:46","15321568064088864807274962829807063930"
"IT","000490000060529","FE022TN","0781959879","21/07/2018 07:20:37","15321576379317789483127833944197457647"
"IT","000490000079194","FL974JA","0781926852","21/07/2018 07:21:45","15321577052442854880866640012212028246"
"IT","000490000076825","FJ486JX","0781925813","21/07/2018 07:21:50","15321577110165724002800993613833458393"
"IT","000490000060777","EW164FK","0781959838","21/07/2018 07:22:49","15321577694512974972905061465942548444"
"IT","000490000070824","DF534CV","0781923784","21/07/2018 07:30:40","15321582404002476738060424325662046758"
"IT","000490000061695","FE021TN","0781959952","21/07/2018 07:30:46","15321582468801677257561128993243810480"
"IT","000490000074615","FK718SN","0781936877","21/07/2018 07:38:38","15321587187071099448054448646078023916"
"IT","000490000062716","FE020TN","0781959978","21/07/2018 07:47:01","15321592213718047368741362211481853449"
"IT","000490000077330","FH955EV","0781923974","21/07/2018 07:50:45","15321594451887826768760015000440618960"
"IT","000490000079293","FL681JA","0781926951","21/07/2018 07:52:14","15321595348142368642012569218085912491"
"IT","000490000060497","FJ386ZP","0781960877","21/07/2018 08:00:17","15321600176006357915232245089525592987"
"IT","000490000078562","FL627NL","0781924840","21/07/2018 08:01:53","15321601134173844301376028670184037204"
"IT","000490000074920","FK716SN","0781936810","21/07/2018 08:08:09","15321604897520859143652954605459672446"
"IT","000490000062623","FJ397ZP","0781960836","21/07/2018 08:14:24","15321608647223941171382268826847551444"
"IT","000490000074740","FK859SN","0781936844","21/07/2018 08:17:24","15321610445064606419142855704886300190"
"IT","000490000062645","FJ387ZP","0781960901","21/07/2018 08:26:14","15321615745620387935969370676545348013"
"IT","000490000069778","FH930EV","0781923883","21/07/2018 08:39:10","15321623500932935653609707076320836669"
"IT","000490000062827","FJ385ZP","0781959820","21/07/2018 08:42:31","15321625518244861602966927771128617432"
"IT","000490000064173","EV520VD","0781925862","21/07/2018 08:46:36","15321627965182620570544826161719488836"
"IT","000490000074464","FK858SN","0781936869","21/07/2018 08:47:07","15321628279013804170833993911247615042"
"IT","000490000061670","FJ933AW","0781960810","21/07/2018 08:55:18","15321633185117046960763164408714262192"
"IT","000490000057085","FJ394ZP","0781960786","21/07/2018 08:59:09","15321635500223177736220501646476734317"
"IT","000490000032649","FH981EV","0781930748","21/07/2018 09:03:26","15321638064390506425445755498401579307"
"IT","000490000077524","CA238GG","0781927389","21/07/2018 09:05:07","15321639075338098048962662285847894961"
"IT","000490000020778","FM950XK","0781931415","21/07/2018 09:09:36","15321641762195412369066907014002619200"
"IT","000490000062279","FJ388ZP","0781960869","21/07/2018 09:17:23","15321646434586277471347023954322923562"
"IT","000490000037655","FJ383ZP","0781960802","21/07/2018 09:18:28","15321647082375565196859805838291480391"
"IT","000490000075000","FK818SN","0781936802","21/07/2018 09:22:59","15321649797906010231145249016148935107"
"IT","000490000062616","FD048AC","0781959895","21/07/2018 09:38:38","15321659188579610610379097112755400378"
"IT","000490000038682","FJ392ZP","0781960851","21/07/2018 09:45:50","15321663500831627579728885467460698644"
"IT","000490000062305","FC193ZW","0781960885","21/07/2018 09:46:54","15321664149446624673594039905334436982"
"IT","000490000074779","FB261KN","0781936596","21/07/2018 09:50:05","15321666057272141931280176342096463020"
"IT","000490000062805","FM922NN","0781959853","21/07/2018 09:59:00","15321671408536869973218765206605413079"
"IT","000490000027482","DV620VD","0781930771","21/07/2018 10:00:04","15321672042325832249888719884424143823"
"IT","000490000078753","ZA022SL","0781925961","21/07/2018 10:01:33","15321672936370851668481323022478933749"
"IT","000490000079188","EF943AY","0781924113","21/07/2018 10:03:26","15321674066772283998291382425936913635"
"IT","000490000077501","EC828RB","0781927041","21/07/2018 10:03:40","15321674204574274789705524038749703913"
"IT","000490000029987","DZ568PP","0781930730","21/07/2018 10:12:08","15321679286626150879853393268770542005"
"IT","000490000075106","FD598KZ","0781936950","21/07/2018 10:23:18","15321685984922907648312641995493840551"
"IT","000490000031973","DF765YZ","0781924766","21/07/2018 10:25:40","15321687407946235382018302290386107874"
"IT","000490000090177","FC107ZW","0781986005","21/07/2018 10:52:10","15321703300671080042852264237550273498"
"IT","000490000097261","DJ967ZS","0781963475","21/07/2018 11:02:30","15321709509754442154886164718664405233"
"IT","000490000062322","FP747SR","0781959846","21/07/2018 11:14:31","15321716720202647856769853681968522123"
"IT","000490000078678","BP579AK","0781927553","21/07/2018 11:15:04","15321717046911747007636942305584102010"
"IT","000490000084665","FJ937AW","0781924964","21/07/2018 11:27:53","15321724738423003566492803473341472115"
"IT","000490000074490","EK031GB","0781936299","21/07/2018 11:43:03","15321733837050322939452562965603287225"
"IT","000490000085087","FJ485PL","0781924782","21/07/2018 11:47:05","15321736253988409204628468504815696989"
"IT","000490000061582","FJ393ZP","0781960828","21/07/2018 11:49:25","15321737650442617308297541420616971931"
"IT","000490000057026","FJ932AW","0781960950","21/07/2018 12:00:25","15321744257680346872032903181710419635"
"IT","000490000078849","ES618KJ","0781927421","21/07/2018 12:20:25","15321756257716736658090767842781164963"
"IT","000490000057038","EW463FK","0781959812","21/07/2018 12:54:30","15321776708774678388598327819659627710"
"IT","000490000079225","EA096JW","0781926100","21/07/2018 12:55:18","15321777181812089407055083549370314444"
"IT","000490000062346","FJ396ZP","0781960968","21/07/2018 12:56:52","15321778123860308991373617253433572959"
"IT","000490000077314","FR085VR","0781926886","21/07/2018 13:05:22","15321783220989077168707723446484522197"
"IT","000490000074994","FK719SN","0781936851","21/07/2018 13:16:04","15321789648281057296887030378984406522"
"IT","000490000030250","FC897RV","0781924659","21/07/2018 13:19:17","15321791579823286349711687685618951970"
"IT","000490000030144","EB897EW","0781924626","21/07/2018 14:05:28","15321819285442210035672080598955907369"
"IT","000490000032816","EG813YP","0781924683","21/07/2018 14:43:00","15321841806227593172530613327917798345"
"IT","000490000025937","EF163EA","0781924717","21/07/2018 15:35:43","15321873435348333546849179242948356482"
"IT","000490000029366","ES617KJ","0781924592","21/07/2018 16:06:42","15321892022719196102568914084753751045"
"IT","000490000033097","EZ922SB","0781974753","21/07/2018 16:07:30","15321892506707280530639807143093680863"
"IT","000490000054000","EF854FL","0781976253","21/07/2018 16:37:48","15321910688665533372354053913600418763"
"IT","000490000089141","EZ903ZH","0781974787","21/07/2018 16:49:45","15321917858515604492177453155676969901"
"IT","000490000029748","DX964ZH","0781924725","21/07/2018 17:01:36","15321924965235517128490618175229798758"
"IT","000490000063624","CB856NX","0781976261","21/07/2018 17:18:46","15321935263034894468083825480277383411"
"IT","000490000062351","CX334AK","0781976204","21/07/2018 18:12:21","15321967413126093178302076408078959656"
"IT","000490000088626","CB857NX","0781976246","21/07/2018 18:39:10","15321983501941392855264672388037843846"
"IT","000490000077478","FJ210HZ","0781927504","22/07/2018 10:52:09","15322567292201433819583787375766903867"
"IT","000490000065609","EB275EW","0781927512","22/07/2018 11:29:07","15322589476988158091379076615928854847"
"IT","000490000029278","BB397KC","0781924600","22/07/2018 12:07:57","15322612772513982141392982158252508753"
"IT","000490000077493","EM191JT","0781927496","22/07/2018 12:38:47","15322631276806173612370404749925540106"
"IT","000490000027208","DX145ZH","0781924667","22/07/2018 13:09:47","15322649879325210457723266791988431571"
"IT","000490000079534","EY988TZ","0781924758","22/07/2018 13:50:23","15322674236298652248400398770670164776"
"IT","000490000030543","EW980VD","0781924675","22/07/2018 14:40:36","15322704363504354311663482653154441242"
"IT","000490000070734","EB900EW","0781927447","22/07/2018 15:20:43","15322728433553031825155110452203638372"
"IT","000490000078886","DG972XG","0781926431","23/07/2018 07:13:21","15323300014515782946033294834883481347"
"IT","000490000034249","DH869GP","0781922406","23/07/2018 08:32:31","15323347515229739425057940112612864432"
"IT","000490000100829","FB265KN","0781971874","23/07/2018 08:48:42","15323357229114456333212276323203795538"
"IT","000490000094244","FJ065CZ","0781971726","23/07/2018 16:21:24","15323628848285051081732453007877650520"
"IT","000490000029274","EG670XW","0781924741","23/07/2018 17:56:45","15323686056052347236254232886366185849"
"IT","000490000078625","FL704GN","0781926720","24/07/2018 09:20:20","15324240209760483013890556136634159360"
"IT","000490000078776","FL702GN","0781926654","24/07/2018 09:33:52","15324248327759267114086938737376413436"
"IT","000490000085134","FL697GN","0781926589","24/07/2018 10:20:03","15324276036943029604361932329540397809"
"IT","000490000078765","FN826AV","0781926696","24/07/2018 10:40:14","15324288142153684036165276173139192341"
"IT","000490000079177","FN878AV","0781926332","24/07/2018 11:21:01","15324312613552505345066479141290071291"
"IT","000490000078723","FN830AV","0781926613","24/07/2018 11:29:50","15324317906592783661570681953134702990"
"IT","000490000059341","ED964SY","0782030167","24/07/2018 14:12:12","15324415328386407770778280997740327176"
"IT","000490000039964","FF038PX","0782030134","24/07/2018 14:12:28","15324415487083185706040356391221266913"
"IT","000490000056860","DS876XY","0782030043","24/07/2018 14:12:46","15324415666629637820989043209873553666"
"IT","000490000057110","EB967TG","0782030035","24/07/2018 14:13:09","15324415899568809992181022460828167841"
"IT","000490000068127","ED965SY","0782030027","24/07/2018 14:13:22","15324416023501432920428095370675050845"
"IT","000490000063565","BL930BP","0782030001","24/07/2018 14:13:38","15324416180704822264783921841609936565"
"IT","000490000068483","EG527RK","0782029961","24/07/2018 14:14:01","15324416411979559015992850521078774065"
"IT","000490000084221","DT905YG","0782029953","24/07/2018 14:14:15","15324416551529546016913559934932631549"
"IT","000490000063741","DP000EL","0782029946","24/07/2018 14:14:34","15324416748206272688041870088086988421"
"IT","000490000063549","DE255KD","0782029938","24/07/2018 14:14:49","15324416892547226925062713917641342137"
"IT","000490000084144","DK858BN","0782029920","24/07/2018 14:15:03","15324417034086007091734799782530929981"
"IT","000490000088730","DY805XP","0782029912","24/07/2018 14:15:18","15324417185016465091452405516497944015"
"IT","000490000083054","BG592TA","0782029904","24/07/2018 14:15:33","15324417332080214197262164133086975985"
"IT","000490000083161","DP342EL","0782029896","24/07/2018 14:15:52","15324417526376775080294631941136260464"
"IT","000490000084179","DK540BN","0782029888","24/07/2018 14:16:06","15324417669984245900854520596208273724"
"IT","000490000084222","BE352TE","0782029870","24/07/2018 14:16:22","15324417822235292838475451586478353036"
"IT","000490000084154","FC908DG","0782029862","24/07/2018 14:16:48","15324418087046486031525862645233430000"
"IT","000490000089064","DY858XP","0782029847","24/07/2018 14:17:04","15324418248720721377919769866453506171"
"IT","000490000100837","CM991YE","0781969977","24/07/2018 14:52:31","15324439515029088189124547228230325504"
"IT","000490000099743","CK043NZ","0781971841","24/07/2018 15:04:48","15324446887143302275669204611385617248"
"IT","000490000081595","FH275KR","0782028617","25/07/2018 08:02:13","15325057339979065542881201525371722337"
"IT","000490000064166","ZA021SL","0781925797","25/07/2018 09:29:18","15325109588361307062661512697499718137"
"IT","000490000088968","EV047BD","0781930219","25/07/2018 12:14:17","15325208576234118427582915688906674249"
"IT","000490000088941","EB569EW","0781941539","25/07/2018 12:53:16","15325231963215312874274993450976616967"
"IT","000490000076669","CL400KJ","0781925870","25/07/2018 15:04:53","15325310937116460258657505168824426525"
"IT","000490000077397","CX941JY","0781927462","26/07/2018 07:08:25","15325889059951623927672108030801477713"
"IT","000490000074520","EG842LZ","0781922539","26/07/2018 09:46:43","15325984036593790296157352603439029296"
"IT","000490000075023","EV946FA","0781936836","26/07/2018 15:10:52","15326178525314580366600106215711752012"
"IT","000490000077470","FJ327NV","0781925169","27/07/2018 07:46:36","15326775961487754171751373592656512791"
"IT","000490000084633","EW521JV","0781924071","27/07/2018 07:51:36","15326778963349893367432604220407425961"
"IT","000490000085069","EC597YA","0781925177","27/07/2018 08:20:30","15326796310155316801120896307083635674"
"IT","000490000084817","EZ839BT","0782029672","27/07/2018 08:36:01","15326805617061915149530345830121311993"
"IT","000490000083238","FC075BV","0781924998","27/07/2018 09:09:37","15326825774337557938418344888689943510"
"IT","000490000082530","FF657NM","0781924105","27/07/2018 09:33:16","15326839963349370783690504945458796761"
"IT","000490000032398","CN567NT","0781931803","27/07/2018 12:20:51","15326940512577028820859301418290179822"
"IT","000490000029994","BX078PD","0781931795","27/07/2018 13:02:26","15326965462245765643904163766778489409"
"IT","000490000030549","FC268NY","0781931944","27/07/2018 13:28:26","15326981066617617274457670671802833569"
"IT","000490000078640","FA948AE","0781926803","27/07/2018 14:13:58","15327008380972596668760299925693085461"
"IT","000490000030106","CZ583WC","0781931910","27/07/2018 14:16:01","15327009617001669090425932247213372167"
"IT","000490000039082","ZA018SL","0781925920","27/07/2018 14:44:57","15327026971861948347340403438007345890"
"IT","000490000030725","BR843VT","0781931902","27/07/2018 14:45:34","15327027343151491131206387655515903913"
"IT","000490000083230","FL191RL","0781925078","27/07/2018 15:05:26","15327039269823927691193534031926379938"
"IT","000490000079497","FK984EZ","0781925102","27/07/2018 15:32:24","15327055444933969423413671185841037504"
"IT","000490000077835","FJ947BV","0781926795","27/07/2018 15:32:28","15327055489845244423067479018301561916"
"IT","000490000028967","FD863AK","0781931787","27/07/2018 15:38:20","15327059003592233605734883433234282784"
"IT","000490000042999","FE263YA","0781925979","27/07/2018 15:39:40","15327059801834319899022091976007646612"
"IT","000490000074256","EJ509NE","0781932835","27/07/2018 15:53:09","15327067893493727110515073948036792574"
"IT","000490000079239","ES951DM","0781925086","27/07/2018 16:00:56","15327072560540363918171570512548491851"
"IT","000490000079184","DM106PG","0781926811","27/07/2018 16:01:55","15327073154579534702564031918786855150"
"IT","000490000097223","FM005VE","0781985023","28/07/2018 05:36:15","15327561757301496161379082333747428546"
"IT","000490000097437","FJ038DA","0781985098","28/07/2018 05:48:40","15327569201745461084224359508810323468"
"IT","000490000097475","DJ347AH","0781985049","28/07/2018 05:49:00","15327569404551384255166562473987358989"
"IT","000490000097428","FH947CL","0781985072","28/07/2018 05:55:50","15327573510131863570887089597595699480"
"IT","000490000017497","EF211NC","0781969027","28/07/2018 06:19:12","15327587526159186781523104787024901482"
"IT","000490000096472","EW098ZK","0781985031","28/07/2018 06:25:15","15327591152546018659931638743563532145"
"IT","000490000095103","EH389GL","0781921929","28/07/2018 06:26:04","15327591640549989043926324613840562901"
"IT","000490000085972","CN745HF","0781968896","28/07/2018 06:37:49","15327598700417706581031798154587716519"
"IT","000490000097429","FN136EE","0781985056","28/07/2018 06:41:32","15327600927542862482736613633702985050"
"IT","000490000085863","FH891CL","0781985148","28/07/2018 06:42:28","15327601484481370711405280833683627696"
"IT","000490000096768","CY827CZ","0781969019","28/07/2018 06:53:46","15327608267440708748199135888942423298"
"IT","000490000087533","EK120ZB","0781921895","28/07/2018 06:54:49","15327608891548137441389385599618894827"
"IT","000490000085978","DV838RG","0781968870","28/07/2018 07:06:36","15327615961799701428067293777576455631"
"IT","000490000079280","CL618MY","0781929567","28/07/2018 07:14:20","15327620605095988798459944653701398604"
"IT","000490000097856","BZ725YD","0781970801","28/07/2018 07:18:38","15327623181664612239621019559199892980"
"IT","000490000078818","FB969JA","0781923990","28/07/2018 07:18:58","15327623388944298900000472698326958009"
"IT","000490000050053","EP336DT","0781938022","28/07/2018 07:23:55","15327626352438646143027314763754132834"
"IT","000490000071623","EJ126HJ","0781921846","28/07/2018 07:25:28","15327627287562087111944569377156694182"
"IT","000490000087740","FN772MX","0781921754","28/07/2018 07:26:53","15327628134542858043963861308540018183"
"IT","000490000085599","FN506RY","0781968888","28/07/2018 07:46:56","15327640164118679182821911095004320647"
"IT","000490000032574","DL256FA","0781929559","28/07/2018 07:55:13","15327645139489832980509416941268470314"
"IT","000490000097734","EG969XH","0781970686","28/07/2018 07:55:30","15327645306293535894609713725476693527"
"IT","000490000093280","EP347DT","0781938154","28/07/2018 08:02:34","15327649547040224220396794968174712776"
"IT","000490000085998","CF130JM","0781968920","28/07/2018 08:07:38","15327652583541859772394297070350066386"
"IT","000490000033047","VL14RSV","0781931506","28/07/2018 08:20:52","15327660524363325970419836754283481282"
"IT","000490000078848","FM578NN","0781924162","28/07/2018 08:28:54","15327665349542572841714284465198358251"
"IT","000490000077849","ET882YL","0781926829","28/07/2018 09:04:10","15327686509256301041421457557793199337"
"IT","000490000085966","DL651CH","0781969001","28/07/2018 09:09:40","15327689805949140055700774942078180403"
"IT","000490000088980","FH979WK","0781976014","28/07/2018 09:19:55","15327695959878778840199851114465055810"
"IT","000490000054981","EW319FR","0781970819","28/07/2018 09:28:51","15327701320300581727844727083529464186"
"IT","000490000022728","CL204MY","0781929484","28/07/2018 09:29:45","15327701855421144128807687079960690462"
"IT","000490000097826","EZ948YL","0781970751","28/07/2018 09:33:55","15327704354154981781324661339906746189"
"IT","000490000084563","EP806PP","0781924121","28/07/2018 09:39:14","15327707549701914218530344846030059975"
"IT","000490000027068","FG146WH","0781924691","28/07/2018 09:44:54","15327710946446203593186177294281933806"
"IT","000490000018160","CR301XY","0781929542","28/07/2018 09:51:16","15327714766875099946302507025703454267"
"IT","000490000028302","FF832ZN","0781924709","28/07/2018 10:35:48","15327741489201908340238307476428166798"
"IT","000490000049259","FH933EV","0781938162","28/07/2018 10:45:26","15327747261466083482993411330569142317"
"IT","000490000028658","CE587EV","0781929443","28/07/2018 10:49:01","15327749415710098475153524494022565470"
"IT","000490000077079","FC896RV","0781927413","28/07/2018 11:10:47","15327762474359090556352350535898133959"
"IT","000490000084662","FJ934AW","0781924816","28/07/2018 11:13:26","15327764061566412871552219650823400528"
"IT","000490000082238","FJ935AW","0781924808","28/07/2018 11:45:16","15327783165500845022621539131572368332"
"IT","000490000029159","CM385SX","0781929492","28/07/2018 11:57:09","15327790299346667264949552845664232598"
"IT","000490000076849","ZA280XC","0781927439","28/07/2018 12:01:23","15327792833074744477992106571296943935"
"IT","000490000022481","FM978VD","0781929450","28/07/2018 12:11:19","15327798790998666181674151875867232467"
"IT","000490000080822","FF945ZN","0781927454","28/07/2018 12:37:31","15327814514267436789973729699612065537"
"IT","000490000062722","EV775LS","0781959796","28/07/2018 12:37:38","15327814582827701667865196825388934903"
"IT","000490000020305","FM977VD","0781929393","28/07/2018 12:44:23","15327818632497217631270121059595261473"
"IT","000490000093321","EP342DT","0781938170","28/07/2018 12:49:30","15327821706190638418541074068857689713"
"IT","000490000087885","DM742SA","0781941471","28/07/2018 12:52:58","15327823780545972831280275497133447870"
"IT","000490000062656","FJ931AW","0781960919","28/07/2018 13:38:27","15327851072385799040897067749502849679"
"IT","000490000084926","DT115EE","0781941554","28/07/2018 13:53:13","15327859932562907056679793286560713061"
"IT","000490000079896","EN271DY","0781928007","30/07/2018 09:00:27","15329412273559331317378920211909856571"
"IT","000490000076804","ZA019SL","0781925805","30/07/2018 13:08:58","15329561387753300520335075350669608163"
"IT","000490000076793","FB983KK","0781926878","30/07/2018 13:09:59","15329561996055334430336118056343241787"
"IT","000490000085066","FG232KM","0781925052","30/07/2018 13:16:08","15329565686234458298238224074653142211"
"IT","000490000076839","CP984HB","0781927579","30/07/2018 13:16:27","15329565876482396621673078495663468793"
"IT","000490000018231","FH081WA","0781928064","30/07/2018 13:16:49","15329566092818197703437093131204554219"
"IT","000490000003606","CW889NS","0781939608","30/07/2018 13:17:11","15329566317617702181630996336433985551"
"IT","000490000083106","DB835NE","0781939616","30/07/2018 13:17:33","15329566536741313432879069801435800177"
"IT","000490000089519","DH941CS","0781939632","30/07/2018 13:17:56","15329566768896774124981169884332282965"
"IT","000490000004282","DK699PA","0781939640","30/07/2018 13:18:20","15329567009782712600980920815010022377"
"IT","000490000003192","ZA981TB","0781939665","30/07/2018 13:18:38","15329567189532876079911096929238502613"
"IT","000490000093340","BW832TL","0781939699","30/07/2018 13:18:58","15329567386577342480625104146388359876"
"IT","000490000093273","DS730TP","0781939756","30/07/2018 13:19:17","15329567571851548129480601887217627397"
"IT","000490000097285","CW671ZW","0781939590","30/07/2018 13:36:06","15329577666704226250500739296722583861"
"IT","000490000101140","DA067LK","0781939624","30/07/2018 13:36:33","15329577936447990293764076191149748364"
"IT","000490000004554","DK809ZP","0781939657","30/07/2018 13:36:57","15329578175663005353653104563141479512"
"IT","000490000091422","DF664HD","0781939715","30/07/2018 13:37:14","15329578345976921386999758037659286332"
"IT","000490000093463","DZ707AZ","0781939772","30/07/2018 13:37:33","15329578531163852111138190586209440741"
"IT","000490000022514","CC241NY","0781931365","30/07/2018 14:23:33","15329606130906417265054431047668152545"
"IT","000490000074478","DL974RH","0781932918","30/07/2018 14:24:39","15329606792629097821281546270232876642"
"IT","000490000089510","FN872HR","0781939467","30/07/2018 15:20:57","15329640575331512601311046852684170491"
"IT","000490000091447","FN873HR","0781940275","30/07/2018 15:21:18","15329640780756846427066333222722250750"
"IT","000490000031266","EX729PX","0781931308","30/07/2018 15:46:54","15329656142658011321842338841479731702"
"IT","000490000022565","FL664GN","0781931241","30/07/2018 16:01:17","15329664774050787372284397758473402980"
"IT","000490000074298","ZA108ZE","0781932819","30/07/2018 16:03:27","15329666077893073108586789243813686846"
"IT","000490000073971","EM863GH","0781932884","30/07/2018 16:18:15","15329674953116433554874618174405720280"
"IT","000490000074466","EX793AK","0781932850","30/07/2018 16:27:34","15329680548503035188414340002234219405"
"IT","000490000087913","FP048ZS","0781938451","31/07/2018 06:51:28","15330198888943773497390226803019321693"
"IT","000490000088925","DH304DZ","0781938444","31/07/2018 06:51:44","15330199042296676077497060262186940755"
"IT","000490000093306","FJ100BF","0781938394","31/07/2018 06:52:00","15330199209835805241057725888793931552"
"IT","000490000034033","FP902DM","0781928775","31/07/2018 13:05:59","15330423597942258861941678106897972856"
